我不有时间。		我<span class="target">不有</span>时间。<br>我<span class="target">没有</span>时间。<br><br>Wǒ bù yǒu shíjiān.<br>Wǒ méiyǒu shíjiān.	"I don't have time.<br><br>(Almost all verbs can be negated with 不 (bù) (unless you're talking about the past). The only verb that can never be negated with 不 (bù) is 有 (yǒu).)"			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV">A1: Standard negation with "bu"</a>	<span class="red">訂</span> CGW <span class="red">正</span>
我不<span class="target">饿</span>。		Wǒ bù è.	I'm not hungry.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV">A1: Standard negation with "bu"</a>	CGW
这个不<span class="target">贵</span>。		Zhège bù guì.	This is not expensive.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV">A1: Standard negation with "bu"</a>	CGW
老板今天很不<span class="target">高兴</span>。		Lǎobǎn jīntiān hěn bù gāoxìng .	The boss is very unhappy today.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV">A1: Standard negation with "bu"</a>	CGW
我哥哥不高，<span class="target">但是</span>很帅。		Wǒ gēge bù gāo , dànshì hěn shuài.	My older brother is not tall, but he is very handsome.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV">A1: Standard negation with "bu"</a>	CGW
零<br>一<br>二<br>三<br>四<br>五<br>六<br>七<br>八<br>九<br>十<br>百		líng<br>yī<br>èr<br>sān<br>sì<br>wǔ<br>liù<br>qī<br>bā<br>jiǔ<br>shí<br>bǎi				<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCRH6P">A1: Structure of numbers</a>	CGW
110 (phone #)<br>120 (phone #)<br>119 (phone #)		yāo yāo líng<br>yāo èr líng<br>yāo yāo jiǔ	PRC police<br>PRC ambulance<br>PRC report fire			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCRH6P">A1: Structure of numbers</a>	CGW
一百五		yībǎi wǔ	150			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCRH6P">A1: Structure of numbers</a>	CGW
一百十		一百一十<br><br>yībǎi yīshí	110			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCRH6P">A1: Structure of numbers</a>	<span class="red">訂</span> CGW <span class="red">正</span>
一千零一		yīqiān líng yī	1001			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCRH6P">A1: Structure of numbers</a>	CGW
万<br><br>		wàn<br>yì	10,000<br>100,000,000			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCRH6P">A1: Structure of numbers</a>	CGW
10,000<br>12,000<br>13,200<br>56,700		一万 (1,0000)<br>一万二 (1,2000)<br>一万三千两百 (1,3200)<br>五万六千七百 (5,6700)<br><br>yīwàn<br>yīwàn èr<br>yīwàn sānqiān liǎngbǎi<br>wǔwàn liùqiān qībǎi				<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIM3AX">A2: Big numbers in Chinese</a>	CGW
1,000,000,000		十亿 (shí yì)	Billion			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIM3AX">A2: Big numbers in Chinese</a>	CGW
100,000,000		亿 (yì)	Hundred million			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIM3AX">A2: Big numbers in Chinese</a>	CGW
10,000,000		千万 (qiān wàn)	Ten million			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIM3AX">A2: Big numbers in Chinese</a>	CGW
1,000,000		百万 (bǎi wàn)	Million			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIM3AX">A2: Big numbers in Chinese</a>	CGW
100,000		十万 (shí wàn)	Hundred thousand			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIM3AX">A2: Big numbers in Chinese</a>	CGW
他们的<span class="target">东西</span>		tāmen de dōngxi	their stuff			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUHQD2">A1: Expressing possession with "de"</a>	CGW
北京的<span class="target">空气</span>		Běijīng de kōngqì	Beijing's air			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUHQD2">A1: Expressing possession with "de"</a>	CGW
能 indicates...		néng	ability to do things that are not consciously learned or studied.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
你的手机<span class="target">能</span>上网吗？		Nǐ de shǒujī néng shàngwǎng ma?	Can your cell phone go on the internet?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
他能工作24个<span class="target">小时</span>。		Tā néng gōngzuò èrshí-sì gè xiǎoshí.	He can work 24 hours.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
你能<span class="target">帮</span>我<span class="target">找到</span>他吗？		Nǐ néng bāng wǒ zhǎodào tā ma?	Can you help me find him?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
开车一个小时<span class="target">能</span>到家吗？		Kāichē yī gè xiǎoshí néng dào jiā ma?	Is it possible to drive home in one hour?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
他们明天能<span class="target">早点</span>来吗？		Tāmen míngtiān néng zǎo diǎn lái ma?	Would it be possible for them to come a little earlier tomorrow?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
你们能小<span class="target">声</span>一点吗？		Nǐmen néng xiǎo shēng yīdiǎn ma?	Could you all lower your voices a bit?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
你能<span class="target">告诉</span>我她的手机<span class="target">号码</span>吗？		Nǐ néng gàosu wǒ tā de shǒujī hàomǎ ma?	Could you tell me her cell phone number?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
<span class="target">一千块</span>能买一个手机吗？		Yīqiān kuài néng mǎi yī gè shǒujī ma?	Is it possible to buy a cell phone with one thousand RMB?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
我<span class="target">能</span>问你一个问题吗？		Wǒ néng wèn nǐ yī gè wèntí ma?	Could I ask you a question? (polite)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
我<span class="target">能</span>坐在这里吗？		Wǒ néng zuò zài zhèlǐ ma?	Could I sit here? (polite)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
这里不能<span class="target">游泳</span>。		Zhèlǐ bù néng yóuyǒng.	You can't swim here.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
<span class="target">上课</span>的时候不能说英文。		Shàngkè de shíhou bù néng shuō Yīngwén.	In class, you can't speak English.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
工作<span class="target">的时候</span>不能玩手机。		Gōngzuò de shíhou bù néng wán shǒujī.	When working, you can't play with your cell phone.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9PQ40">A1: Expressing ability or possibility with "neng"</a>	CGW
<span class="target">我家</span>很大。		Wǒ jiā hěn dà.	My house is very big. (not 我的家)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG">A1: Expressing close possession without "de"</a>	CGW
这是<span class="target">我女朋友</span>。		Zhè shì wǒ nǚpéngyou.	This is my girlfriend. (not 我的女朋友)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG">A1: Expressing close possession without "de"</a>	CGW
他儿子很<span class="target">有名</span>。		Tā érzi hěn yǒumíng.	His son is really famous.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGCI0KG">A1: Expressing close possession without "de"</a>	CGW
我去买咖啡，你<span class="target">要不要</span>？		Wǒ qù mǎi kāfēi, nǐ yào bu yào?	I'm going to buy coffee. Do you want some?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGZH7K3">A1: Affirmative-negative question</a>	CGW
她吃不吃<span class="target">鱼</span>？		Tā chī bu chī yú?	Does she eat fish?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGZH7K3">A1: Affirmative-negative question</a>	CGW
今天老板来不来<span class="target">办公室</span>？		Jīntiān lǎobǎn lái bu lái bàngōngshì?	Is the boss coming to the office today?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGZH7K3">A1: Affirmative-negative question</a>	CGW
<span class="target">热不热</span>？		Rè bu rè?	Is it hot?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGZH7K3">A1: Affirmative-negative question</a>	CGW
他女朋友<span class="target">漂不漂亮</span>？		Tā nǚpéngyou piào bu piàoliang?	Is his girlfriend pretty?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGZH7K3">A1: Affirmative-negative question</a>	CGW
那个<span class="target">地方</span>好不好玩？		Nàge dìfang hǎo bu hǎowán?	Is that place fun?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGZH7K3">A1: Affirmative-negative question</a>	CGW
他有没有<span class="target">上过</span>大学？		Tā yǒu méiyǒu shàng guo dàxué?	Has he been to college?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGZH7K3">A1: Affirmative-negative question</a>	CGW
老板<span class="target">太</span>忙<span class="target">了</span>。		Lǎobǎn tài máng le.	The boss is too busy.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
米饭太<span class="target">多</span>了。		Mǐfàn tài duō le.	There is too much rice.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
<span class="target">现在</span>太晚了。		Xiànzài tài wǎn le.	Now it's too late.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
老师太<span class="target">累</span>了。		Lǎoshī tài lèi le.	The teacher is too tired.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
这个<span class="target">厕所</span>太<span class="target">脏</span>了。		Zhège cèsuǒ tài zāng le.	This restroom is too dirty.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
<span class="target">你太好了</span>。		Nǐ tài hǎo le.	You are so great.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
这个<span class="target">女孩</span>太漂亮了。		Zhège nǚhái tài piàoliang le.	This girl is so pretty.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
<span class="target">小猫</span>太<span class="target">可爱</span>了！		Xiǎomāo tài kě'ài le!	The kitten is so cute!			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
你的孩子太<span class="target">聪明</span>了。		Nǐ de háizi tài cōngming le.	Your kid is wicked smart.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG8HVFN">A1: Expressing "excessively" with "tai"</a>	CGW
一<span class="target">个</span>人		yī gè rén	one person			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S">A1: Measure word "ge"</a>	CGW
三个<span class="target">苹果手机</span>		sān gè Píngguǒ shǒujī	three iPhones			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S">A1: Measure word "ge"</a>	CGW
两个<span class="target">老婆</span>		liǎng gè lǎopo	two wives			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S">A1: Measure word "ge"</a>	CGW
十个男人，七个<span class="target">傻</span>，八个<span class="target">坏</span>。		Shí gè nánrén, qī gè shǎ, bā gè huài.	Ten men: seven are fools, and eight are bad.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S">A1: Measure word "ge"</a>	CGW
我有<span class="target">个</span>儿子。		Wǒ yǒu gè érzi.	I have a son.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S">A1: Measure word "ge"</a>	CGW
他是个<span class="target">老外</span>。		Tā shì gè lǎowài.	He is a foreigner.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S">A1: Measure word "ge"</a>	CGW
你想吃个<span class="target">包子</span>吗？		Nǐ xiǎng chī gè bāozi ma?	Would you like to eat a stuffed steamed bun?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S">A1: Measure word "ge"</a>	CGW
他们是<span class="target">有钱人</span>。		Tāmen shì yǒuqián rén.	They are rich people.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUN7RX">A1: Connecting nouns with "shi"</a>	CGW
<span class="target">这都</span>是你的钱。		Zhè dōu shì nǐ de qián.	This is all your money.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUN7RX">A1: Connecting nouns with "shi"</a>	CGW
他没<span class="target">听到</span>，是不是？		Tā méi tīngdào, shì bu shì?	He didn't hear you, right?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUN7RX">A1: Connecting nouns with "shi"</a>	CGW
你是不是<span class="target">还</span>没吃饭？		Nǐ shì bu shì hái méi chīfàn?	Haven't you eaten yet?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUN7RX">A1: Connecting nouns with "shi"</a>	CGW
你到了，<span class="target">是吗</span>？		Nǐ dào le, shì ma?	You have arrived, yeah?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUN7RX">A1: Connecting nouns with "shi"</a>	CGW
<span class="target">上午</span>七点		shàngwǔ qī diǎn	7 o'clock a.m.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU">A1: Structure of times (basic)</a>	CGW
<span class="target">下午</span>四点		xiàwǔ sì diǎn	4 o'clock p.m.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU">A1: Structure of times (basic)</a>	CGW
<span class="target">中午</span>十二点		zhōngwǔ shí'èr diǎn	"12 o'clock noon"			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU">A1: Structure of times (basic)</a>	CGW
明天<span class="target">晚上</span>七点		míngtiān wǎnshang qī diǎn	7 o'clock p.m. tomorrow evening			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU">A1: Structure of times (basic)</a>	CGW
9月9号<span class="target">早上</span>六点		jiǔ yuè jiǔ hào zǎoshang liù diǎn	September 9th, 6 o'clock a.m.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU">A1: Structure of times (basic)</a>	CGW
五点<span class="target">半</span>		wǔ diǎn bàn	5:30			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU">A1: Structure of times (basic)</a>	CGW
下午<span class="target">两点</span>半		xiàwǔ sì diǎn	4 o'clock p.m.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGN6BBU">A1: Structure of times (basic)</a>	CGW
这样做，<span class="target">对吗</span>？		Zhèyàng zuò, duì ma?	Do it like this, right?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGSJYZ2">A1: Tag questions with "ma"</a>	CGW
你们<span class="target">见过</span>，对吗？		Nǐmen jiàn guo, duì ma?	You’ve met, right?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGSJYZ2">A1: Tag questions with "ma"</a>	CGW
不要告诉他，<span class="target">好吗</span>？		Bùyào gàosu tā, hǎo ma?	Don't tell him, OK?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGSJYZ2">A1: Tag questions with "ma"</a>	CGW
我现在想去<span class="target">洗手间</span>，<span class="target">可以吗</span>？		Wǒ xiànzài xiǎng qù xǐshǒujiān, kěyǐ ma?	I want to go to the bathroom now. Is that OK?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGSJYZ2">A1: Tag questions with "ma"</a>	CGW
妈妈，我要吃<span class="target">巧克力</span>，可以吗？		Māma, wǒ yào chī qiǎokèlì, kěyǐ ma?	Mom, I want to eat chocolate. May I?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGSJYZ2">A1: Tag questions with "ma"</a>	CGW
我<span class="target">姓</span>王。		Wǒ xìng Wáng.	My family name is Wang.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY">A1: Using the verb "xing"</a>	CGW
那个<span class="target">帅哥</span>姓张。		Nàge shuàigē xìng Zhāng.	That handsome guy's last name is Zhang.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY">A1: Using the verb "xing"</a>	CGW
我姓赵，我<span class="target">太太</span>也姓赵。		Wǒ xìng Zhào, wǒ tàitai yě xìng Zhào.	My last name is Zhao. My wife's last name is also Zhao.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY">A1: Using the verb "xing"</a>	CGW
<span class="target">你姓什么</span>?		Nǐ xìng shénme?	What is your last name? (direct)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY">A1: Using the verb "xing"</a>	CGW
<span class="target">您贵姓</span>？		Nín guì xìng?	What is your honorable surname? (polite/formal)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY">A1: Using the verb "xing"</a>	CGW
1868<span class="target">年</span>1<span class="target">月</span>18<span class="target">号</span>		Yī-bā-liù-bā nián Yīyuè shíbā hào	January 18, 1868			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6">A1: Structure of dates</a>	CGW
2001<span class="target">年</span>7<span class="target">月</span>20<span class="target">日</span>		èr-líng-líng-yī nián Qīyuè èrshí rì	July 20th, 2001			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6">A1: Structure of dates</a>	CGW
12月24日是<span class="target">平安夜</span>。		Shí-èryuè èrshí-sì rì shì Píng'ān Yè.	December 24th is Christmas Eve.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6">A1: Structure of dates</a>	CGW
10月1号我们去<span class="target">上海</span>。		Shíyuè yī hào wǒmen qù Shànghǎi.	We will go to Shanghai on October 1st.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6">A1: Structure of dates</a>	CGW
我1990年7月<span class="target">出生</span>。		Wǒ Yī-jiǔ-jiǔ-líng nián Qīyuè chūshēng.	I was born in July 1990.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6">A1: Structure of dates</a>	CGW
你的<span class="target">生日</span>是11月11号吗？		Nǐ de shēngrì shì Shíyīyuè shíyī hào ma?	Is your birthday November 11th?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6">A1: Structure of dates</a>	CGW
我2006年4月17号<span class="target">认识</span>了他。		Wǒ èr-líng-líng-liù nián Sìyuè shíqī hào rènshi le tā.	I met him on April 17, 2006.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6">A1: Structure of dates</a>	CGW
1980年9月4号我们<span class="target">结婚</span>了。		Yī-jiǔ-bā-líng nián Jiǔyuè sì hào wǒmen jiéhūn le.	We got married on September 4th, 1980.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6">A1: Structure of dates</a>	CGW
明天我们<span class="target">都</span>可以去。		Míngtiān wǒmen dōu kěyǐ qù.	Tomorrow we all can go.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9YK09">A1: The "all" adverb "dou"</a>	CGW
你们都用wiki吗？		Nǐmen dōu yòng wiki ma?	Do you all use the wiki?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9YK09">A1: The "all" adverb "dou"</a>	CGW
我们都要<span class="target">冰水</span>。		Wǒmen dōu yào bīngshuǐ .	We all want ice water.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9YK09">A1: The "all" adverb "dou"</a>	CGW
我和我太太<span class="target">都不</span>吃肉。		Wǒ hé wǒ tàitai dōu bù chī ròu.	Neither my wife nor I eat meat.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9YK09">A1: The "all" adverb "dou"</a>	CGW
她和她<span class="target">老公</span>都没有工作。		Tā hé tā lǎogōng dōu méiyǒu gōngzuò.	Neither she nor her husband has a job.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG9YK09">A1: The "all" adverb "dou"</a>	CGW
我去<span class="target">公司</span>。		Wǒ qù gōngsī.	I'm going to the office.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGFYNCL">A1: Using the verb "qu"</a>	CGW
下午我会去<span class="target">超市</span>。		Xiàwǔ wǒ huì qù chāoshì.	In the afternoon, I'll go to the supermarket.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGFYNCL">A1: Using the verb "qu"</a>	CGW
我<span class="target">去</span>工作。		Wǒ qù gōngzuò.	I'm going to work.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGFYNCL">A1: Using the verb "qu"</a>	CGW
你想去<span class="target">旅行</span>吗？		Nǐ xiǎng qù lǚxíng ma?	Would you like to go travel?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGFYNCL">A1: Using the verb "qu"</a>	CGW
我们去吃饭<span class="target">吧</span>。		Wǒmen qù chīfàn ba.	Let's go eat.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGFYNCL">A1: Using the verb "qu"</a>	CGW
我明天<span class="target">要</span>买一个iPhone。		Wǒ míngtiān yào mǎi yī gè iPhone.	I am going to buy an iPhone tomorrow.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN">A1: Expressing "be going to" with "yao"</a>	CGW
他<span class="target">下个月</span>要来中国工作。		Tā xià gè yuè yào lái Zhōngguó gōngzuò.	He is coming to China to work next month.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN">A1: Expressing "be going to" with "yao"</a>	CGW
我晚上要<span class="target">给</span>妈妈<span class="target">打</span>电话。		Wǒ wǎnshang yào gěi māma dǎ diànhuà.	I am going to call my mom this evening.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN">A1: Expressing "be going to" with "yao"</a>	CGW
<span class="target">下班</span>以后你要回家吗？		Xiàbān yǐhòu nǐ yào huíjiā ma?	Are you planning to go home after getting off work?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN">A1: Expressing "be going to" with "yao"</a>	CGW
<span class="target">不要</span>走。		Bùyào zǒu.	Don't leave.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIVZJU">A1: Negative commands with "buyao"</a>	CGW
<span class="target">不要</span>生气，好吗？		Bùyào shēngqì, hǎo ma?	Don't get angry, OK?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIVZJU">A1: Negative commands with "buyao"</a>	CGW
不要很晚<span class="target">睡觉</span>！		Bùyào hěn wǎn shuìjiào.	Don't go to bed too late.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGIVZJU">A1: Negative commands with "buyao"</a>	CGW
你会说中文，<span class="target">对不对</span>？		Nǐ huì shuō Zhōngwén, duì bu duì?	You speak Chinese, right?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG4D8XB">A1: Tag questions with "bu"</a>	CGW
你昨天<span class="target">没</span>回家，对不对？		Nǐ zuótiān méi huíjiā, duì bu duì?	You didn't come back home yesterday, right?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG4D8XB">A1: Tag questions with "bu"</a>	CGW
九点<span class="target">开会</span>，是不是？		Jiǔ diǎn kāihuì, shì bu shì?	We are going to hold a meeting at 9, right?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG4D8XB">A1: Tag questions with "bu"</a>	CGW
我们回家<span class="target">吧</span>，好不好？		Wǒmen huíjiā ba, hǎo bu hǎo?	Let's go home, OK?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG4D8XB">A1: Tag questions with "bu"</a>	CGW
周末去看<span class="target">电影</span>，好不好？		Zhōumò qù kàn diànyǐng, hǎo bu hǎo?	Let's go to a movie this weekend, OK?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG4D8XB">A1: Tag questions with "bu"</a>	CGW
我们要买<span class="target">电脑</span>。		Wǒmen yào mǎi diànnǎo.	We want to buy a computer.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGETNCO">A1: Basic sentence order</a>	CGW
你们明天<span class="target">见面</span>吗？		Nǐmen míngtiān jiànmiàn ma?	Are you going to meet tomorrow?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQ2AZA">A1: Yes-no questions with "ma"</a>	CGW
妈妈<span class="target">会做饭</span>吗？		Māma huì zuòfàn ma?	Does mom know how to cook?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQ2AZA">A1: Yes-no questions with "ma"</a>	CGW
你是谁吗？<br>这是不是书吗？		你是<span class="target">谁？</span><br>这是不是<span class="target">书？</span>	(They are already questions.)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQ2AZA">A1: Yes-no questions with "ma"</a>	<span class="red">訂</span> CGW <span class="red">正</span>
A:你是大学生吗？<br>嗯。		Nǐ shì dàxuéshēng ma?<br> ǹg。	Are you a college student?<br>Yep.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQ2AZA">A1: Yes-no questions with "ma"</a>	CGW
他叫<span class="target">李小龙</span>。		Tā jiào Lǐ Xiǎolóng.	His name is Li Xiaolong. (Bruce Lee)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUGWVZ">A1: Using the verb "jiao"</a>	CGW
<span class="target">那个叫什么？</span>		Nàge jiào shénme?	What is that called?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUGWVZ">A1: Using the verb "jiao"</a>	CGW
这个<span class="target">美女</span>叫Alana。		Zhège měinǚ jiào Alana.	This pretty girl is named Alana.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUGWVZ">A1: Using the verb "jiao"</a>	CGW
你叫什么<span class="target">名字</span>？		Nǐ jiào shénme míngzi?	What's your name?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGUGWVZ">A1: Using the verb "jiao"</a>	CGW
我们在北京没有<span class="target">房子</span>。		Wǒmen zài Běijīng méiyǒu fángzi.	We don't have a house in Beijing.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q">A1: Negation of "you" with "mei"</a>	CGW
这个周末你们都没有<span class="target">时间</span>吗？		Zhège zhōumò nǐmen dōu méiyǒu shíjiān ma?	Do you all not have time this weekend?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q">A1: Negation of "you" with "mei"</a>	CGW
我不有车。		我<span class="target">没有</span>车。<br><br>Wǒ méiyǒu chē.	"I don't have a car."			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q">A1: Negation of "you" with "mei"</a>	<span class="red">訂</span> CGW <span class="red">正</span>
我<span class="target">没</span>钱。		Wǒ méi qián.	I don't have money.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q">A1: Negation of "you" with "mei"</a>	CGW
我<span class="target">没</span>工作，我老公也<span class="target">没</span>工作。		Wǒ méi gōngzuò, wǒ lǎogōng yě méi gōngzuò.	I don't have a job. My husband doesn't have a job either.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q">A1: Negation of "you" with "mei"</a>	CGW
你<span class="target">很</span>漂亮。		Nǐ hěn piàoliang.	You are pretty.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG17BLH">A1: Simple "noun + adjective" sentences</a>	CGW
